Level,Ionization_Mode,DTXSID,Preferred_Name,MS_READY_DTXCID,MS_READY_FORMULA,MS_READY_MONOISOTOPIC_MASS,MS_READY_SMILES,mean_RT,Observed_Isomer,Isomer_Number,Isomer_Order,Spike_Conc,mean_Intensity,std_Intensity,SMILES,Molar_Conc,Intensity,Response_Factor,Log_Pred_Ionization_Eff,Log_Pred_Response_Factor,Predicted_Conc,Predicted_Conc_uM
High,Esi+,DTXSID6032647,2-(Thiocyanomethylthio)benzothiazole,DTXCID4012647,C9H6N2S3,237.9693117,N#CSCSC1=NC2=CC=CC=C2S1,6.59,0,,,0.49,3276747,,N#CSCSC1=NC2=CC=CC=C2S1,,3276747,,1.338604468,12.98427492,3.39757E-07,0.33975667
Mid,Esi+,DTXSID6032647,2-(Thiocyanomethylthio)benzothiazole,DTXCID4012647,C9H6N2S3,237.9693117,N#CSCSC1=NC2=CC=CC=C2S1,6.59,0,,,0.122,1922182,,N#CSCSC1=NC2=CC=CC=C2S1,,1922182,,1.338604468,12.98427492,1.99306E-07,0.199305639
Low,Esi+,DTXSID6032647,2-(Thiocyanomethylthio)benzothiazole,DTXCID4012647,C9H6N2S3,237.9693117,N#CSCSC1=NC2=CC=CC=C2S1,6.59,0,,,0.024,423849,,N#CSCSC1=NC2=CC=CC=C2S1,,423849,,1.338604468,12.98427492,4.39477E-08,0.043947709
High,Esi+,DTXSID2025892,N-Phenyl-1-naphthylamine,DTXCID605892,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,9.99,0,,,0.49,941761,,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,0.00000049,941761,1.92196E+12,2.987473323,13.63242425,2.19541E-08,0.021954141
Mid,Esi+,DTXSID2025892,N-Phenyl-1-naphthylamine,DTXCID605892,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,9.99,0,,,0.122,306042,,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,0.000000122,306042,2.50854E+12,2.987473323,13.63242425,7.13439E-09,0.007134389
Low,Esi+,DTXSID2025892,N-Phenyl-1-naphthylamine,DTXCID605892,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,9.99,0,,,0.024,50561,,N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,0.000000024,50561,2.10671E+12,2.987473323,13.63242425,1.17867E-09,0.001178668
High,Esi+,DTXSID4021131,N-Phenyl-2-naphthylamine,DTXCID601131,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,10.13,0,,,0.49,2449763,,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,,2449763,,2.921721425,13.60657801,6.06102E-08,0.060610248
Mid,Esi+,DTXSID4021131,N-Phenyl-2-naphthylamine,DTXCID601131,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,10.13,0,,,0.122,956015,,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,,956015,,2.921721425,13.60657801,2.3653E-08,0.023653025
Low,Esi+,DTXSID4021131,N-Phenyl-2-naphthylamine,DTXCID601131,C16H13N,219.1047994,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,10.13,0,,,0.024,226815,,N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,,226815,,2.921721425,13.60657801,5.61169E-09,0.005611691
High,Esi+,DTXSID0021337,Thiabendazole,DTXCID401337,C10H7N3S,201.0360684,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,2.68,0,,,0.49,15747970,,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,0.00000049,15747970,3.21387E+13,3.365479958,13.78101383,2.60742E-07,0.260741851
Mid,Esi+,DTXSID0021337,Thiabendazole,DTXCID401337,C10H7N3S,201.0360684,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,2.68,0,,,0.122,6071164,,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,0.000000122,6071164,4.97636E+13,3.365479958,13.78101383,1.00521E-07,0.100521308
Low,Esi+,DTXSID0021337,Thiabendazole,DTXCID401337,C10H7N3S,201.0360684,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,2.68,0,,,0.024,1218876,,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,0.000000024,1218876,5.07865E+13,3.365479958,13.78101383,2.01811E-08,0.02018114
High,Esi+,DTXSID4041995,Fuberidazole,DTXCID2021995,C11H8N2O,184.0636629,N1C2=CC=CC=C2N=C1C1=CC=CO1,3.07,0,,,0.49,4360334,1772767,N1C2=CC=CC=C2N=C1C1=CC=CO1,,4360334,,3.363744823,13.78033177,7.23083E-08,0.072308272
Mid,Esi+,DTXSID4041995,Fuberidazole,DTXCID2021995,C11H8N2O,184.0636629,N1C2=CC=CC=C2N=C1C1=CC=CO1,3.07,0,,,0.122,1306792,511431,N1C2=CC=CC=C2N=C1C1=CC=CO1,,1306792,,3.363744823,13.78033177,2.16708E-08,0.021670787
Low,Esi+,DTXSID4041995,Fuberidazole,DTXCID2021995,C11H8N2O,184.0636629,N1C2=CC=CC=C2N=C1C1=CC=CO1,3.07,0,,,0.024,291627,132799,N1C2=CC=CC=C2N=C1C1=CC=CO1,,291627,,3.363744823,13.78033177,4.83611E-09,0.004836108
High,Esi+,DTXSID6044858,5-Phenyl-1H-tetrazole,DTXCID4024858,C7H6N4,146.0592462,N1N=NN=C1C1=CC=CC=C1,0.74,0,,,0.49,514269,,N1N=NN=C1C1=CC=CC=C1,,514269,,1.94110268,13.22110929,3.09087E-08,0.030908723
Mid,Esi+,DTXSID6044858,5-Phenyl-1H-tetrazole,DTXCID4024858,C7H6N4,146.0592462,N1N=NN=C1C1=CC=CC=C1,0.74,0,,,0.122,97051,,N1N=NN=C1C1=CC=CC=C1,,97051,,1.94110268,13.22110929,5.83298E-09,0.005832983
Low,Esi+,DTXSID6044858,5-Phenyl-1H-tetrazole,DTXCID4024858,C7H6N4,146.0592462,N1N=NN=C1C1=CC=CC=C1,0.74,0,,,0.024,83810,,N1N=NN=C1C1=CC=CC=C1,,83810,,1.94110268,13.22110929,5.03717E-09,0.005037169
High,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,0.37,1,1,First,0.49,7958650,647474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,7958650,,3.177613515,13.70716593,1.56197E-07,0.156197283
High,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,1.29,1,2,Second,0.49,23230152,,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,23230152,,3.177613515,13.70716593,4.55917E-07,0.455917351
Mid,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,0.37,1,1,First,0.122,2804284,1584305,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,2804284,,3.177613515,13.70716593,5.50372E-08,0.055037166
Mid,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,1.29,1,2,Second,0.122,6804095,,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,6804095,,3.177613515,13.70716593,1.33538E-07,0.133537868
Low,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,0.37,1,1,First,0.024,1332742,351,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,1332742,,3.177613515,13.70716593,2.61565E-08,0.026156531
Low,Esi+,DTXSID3025178,"1,3-Diphenylguanidine",DTXCID005178,C13H13N3,211.1109474,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,1.29,1,2,Second,0.024,1126318,,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,,1126318,,3.177613515,13.70716593,2.21052E-08,0.022105233
High,Esi+,DTXSID5047328,MK-274,DTXCID8027329,C18H12F6N4O2,430.0864446,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,9.02,0,,,0.49,11406585,7920052,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,,11406585,,2.284030249,13.35590974,5.02627E-07,0.5026271
Mid,Esi+,DTXSID5047328,MK-274,DTXCID8027329,C18H12F6N4O2,430.0864446,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,9.02,0,,,0.122,4508574,2971475,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,,4508574,,2.284030249,13.35590974,1.98669E-07,0.198668705
Low,Esi+,DTXSID5047328,MK-274,DTXCID8027329,C18H12F6N4O2,430.0864446,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,9.02,0,,,0.024,992515,678266,NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,,992515,,2.284030249,13.35590974,4.37348E-08,0.043734819
High,Esi+,DTXSID4022731,Carbamazepine,DTXCID902731,C15H12N2O,236.094963,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,4.74,0,,,0.49,21185650,,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,,21185650,,2.933748071,13.61130553,5.18485E-07,0.518485075
Mid,Esi+,DTXSID4022731,Carbamazepine,DTXCID902731,C15H12N2O,236.094963,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,4.74,0,,,0.122,7203278,,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,,7203278,,2.933748071,13.61130553,1.76289E-07,0.176288768
Low,Esi+,DTXSID4022731,Carbamazepine,DTXCID902731,C15H12N2O,236.094963,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,4.74,0,,,0.024,1432614,,NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2,,1432614,,2.933748071,13.61130553,3.50609E-08,0.035060948
High,Esi+,DTXSID2041468,"3,4-Dichlorophenylurea",DTXCID0021468,C7H6Cl2N2O,203.9857182,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,4.82,0,,,0.392,1523518,,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,,1523518,,1.005450997,12.85331654,2.13565E-07,0.213565478
Mid,Esi+,DTXSID2041468,"3,4-Dichlorophenylurea",DTXCID0021468,C7H6Cl2N2O,203.9857182,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,4.82,0,,,0.0976,969351,,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,,969351,,1.005450997,12.85331654,1.35883E-07,0.135882812
Low,Esi+,DTXSID2041468,"3,4-Dichlorophenylurea",DTXCID0021468,C7H6Cl2N2O,203.9857182,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,4.82,0,,,0.0192,205379,,NC(=O)NC1=CC=C(Cl)C(Cl)=C1,,205379,,1.005450997,12.85331654,2.87899E-08,0.028789856
High,Esi+,DTXSID5041512,4-Chlorophenylurea,DTXCID3021512,C7H7ClN2O,170.0246906,NC(=O)NC1=CC=C(Cl)C=C1,2.51,0,,,0.49,3405757,,NC(=O)NC1=CC=C(Cl)C=C1,,3405757,,1.327639051,12.97996455,3.56656E-07,0.356655647
Mid,Esi+,DTXSID5041512,4-Chlorophenylurea,DTXCID3021512,C7H7ClN2O,170.0246906,NC(=O)NC1=CC=C(Cl)C=C1,2.51,0,,,0.122,2023437,,NC(=O)NC1=CC=C(Cl)C=C1,,2023437,,1.327639051,12.97996455,2.11897E-07,0.211897159
Low,Esi+,DTXSID5041512,4-Chlorophenylurea,DTXCID3021512,C7H7ClN2O,170.0246906,NC(=O)NC1=CC=C(Cl)C=C1,2.51,0,,,0.024,457774,,NC(=O)NC1=CC=C(Cl)C=C1,,457774,,1.327639051,12.97996455,4.79387E-08,0.047938735
High,Esi+,DTXSID9021134,1-Phenyl-2-thiourea,DTXCID801134,C7H8N2S,152.0408194,NC(=S)NC1=CC=CC=C1,0.87,0,,,0.49,2386920,,NC(=S)NC1=CC=CC=C1,,2386920,,2.141029754,13.29969807,1.19713E-07,0.119712581
Mid,Esi+,DTXSID9021134,1-Phenyl-2-thiourea,DTXCID801134,C7H8N2S,152.0408194,NC(=S)NC1=CC=CC=C1,0.87,0,,,0.122,853377,,NC(=S)NC1=CC=CC=C1,,853377,,2.141029754,13.29969807,4.27999E-08,0.042799911
Low,Esi+,DTXSID9021134,1-Phenyl-2-thiourea,DTXCID801134,C7H8N2S,152.0408194,NC(=S)NC1=CC=CC=C1,0.87,0,,,0.024,192555,,NC(=S)NC1=CC=CC=C1,,192555,,2.141029754,13.29969807,9.65732E-09,0.009657322
High,Esi+,DTXSID8023214,Levothyroxine,DTXCID103662,C15H11I4NO4,776.68669,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,7.58,0,,,0.343,166440,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,,166440,,2.697675583,13.51850845,5.0437E-09,0.0050437
Mid,Esi+,DTXSID8023214,Levothyroxine,DTXCID103662,C15H11I4NO4,776.68669,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,7.58,0,,,0.0854,49939,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,,49939,,2.697675583,13.51850845,1.51332E-09,0.001513322
Low,Esi+,DTXSID8023214,Levothyroxine,DTXCID103662,C15H11I4NO4,776.68669,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,7.58,0,,,0.0168,,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,,,,2.697675583,13.51850845,,
High,Esi+,DTXSID8023216,"3,5,3'-Triiodothyronine",DTXCID80197220,C15H12I3NO4,650.79004,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,6.35,0,,,0.441,146285,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,,146285,,2.579842379,13.47218972,4.93185E-09,0.004931852
Mid,Esi+,DTXSID8023216,"3,5,3'-Triiodothyronine",DTXCID80197220,C15H12I3NO4,650.79004,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,6.35,0,,,0.1098,47217,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,,47217,,2.579842379,13.47218972,1.59187E-09,0.001591874
Low,Esi+,DTXSID8023216,"3,5,3'-Triiodothyronine",DTXCID80197220,C15H12I3NO4,650.79004,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,6.35,0,,,0.0216,,,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,,,,2.579842379,13.47218972,,
High,Esi+,DTXSID5023039,Famotidine,DTXCID803039,C8H15N7O2S3,337.0449363,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.62,0,,,0.49,3732893,,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,,3732893,,2.533912574,13.4541353,1.31193E-07,0.131192873
Mid,Esi+,DTXSID5023039,Famotidine,DTXCID803039,C8H15N7O2S3,337.0449363,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.62,0,,,0.122,1689556,,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,,1689556,,2.533912574,13.4541353,5.93796E-08,0.059379604
Low,Esi+,DTXSID5023039,Famotidine,DTXCID803039,C8H15N7O2S3,337.0449363,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.62,0,,,0.024,420228,,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,,420228,,2.533912574,13.4541353,1.4769E-08,0.014768952
High,Esi+,DTXSID2034627,Fluroxypyr,DTXCID0014627,C7H5Cl2FN2O3,253.9661256,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.8,0,,,0.49,141864,,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.00000049,141864,2.89518E+11,0.7995,12.77235983,2.39614E-08,0.02396141
Mid,Esi+,DTXSID2034627,Fluroxypyr,DTXCID0014627,C7H5Cl2FN2O3,253.9661256,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.8,0,,,0.122,82985,,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.000000122,82985,6.80205E+11,0.7995,12.77235983,1.40165E-08,0.014016506
Low,Esi+,DTXSID2034627,Fluroxypyr,DTXCID0014627,C7H5Cl2FN2O3,253.9661256,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.8,0,,,0.024,28786,,NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,0.000000024,28786,1.19942E+12,0.7995,12.77235983,4.86207E-09,0.004862073
High,Esi+,DTXSID1037272,Tacrine,DTXCID9017272,C13H14N2,198.1156985,NC1=C2CCCCC2=NC2=C1C=CC=C2,1.44,0,,,0.294,8779231,,NC1=C2CCCCC2=NC2=C1C=CC=C2,2.94E-07,8779231,2.98613E+13,3.620417447,13.88122651,1.15406E-07,0.115406419
Mid,Esi+,DTXSID1037272,Tacrine,DTXCID9017272,C13H14N2,198.1156985,NC1=C2CCCCC2=NC2=C1C=CC=C2,1.44,0,,,0.0732,2557269,,NC1=C2CCCCC2=NC2=C1C=CC=C2,7.32E-08,2557269,3.49354E+13,3.620417447,13.88122651,3.36163E-08,0.033616299
Low,Esi+,DTXSID1037272,Tacrine,DTXCID9017272,C13H14N2,198.1156985,NC1=C2CCCCC2=NC2=C1C=CC=C2,1.44,0,,,0.0144,549518,,NC1=C2CCCCC2=NC2=C1C=CC=C2,1.44E-08,549518,3.8161E+13,3.620417447,13.88122651,7.22363E-09,0.007223629
High,Esi+,DTXSID8022828,Cladribine,DTXCID60209219,C10H12ClN5O3,285.062867,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,0.67,0,,,0.49,617583,,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,,617583,,2.096808149,13.28231512,3.22389E-08,0.0322389
Mid,Esi+,DTXSID8022828,Cladribine,DTXCID60209219,C10H12ClN5O3,285.062867,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,0.67,0,,,0.122,125557,,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,,125557,,2.096808149,13.28231512,6.55429E-09,0.006554292
Low,Esi+,DTXSID8022828,Cladribine,DTXCID60209219,C10H12ClN5O3,285.062867,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,0.67,0,,,0.024,174886,,NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,,174886,,2.096808149,13.28231512,9.12935E-09,0.009129351
High,Esi+,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,DTXCID3023845,C19H17N3,287.1422476,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,2.5,0,,,0.49,23863726,,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,0.00000049,23863726,4.87015E+13,3.253338565,13.73693248,4.37326E-07,0.437326477
Mid,Esi+,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,DTXCID3023845,C19H17N3,287.1422476,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,2.5,0,,,0.122,6614748,,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,0.000000122,6614748,5.42192E+13,3.253338565,13.73693248,1.21222E-07,0.121221826
Low,Esi+,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,DTXCID3023845,C19H17N3,287.1422476,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,2.5,0,,,0.024,1264143,,NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,0.000000024,1264143,5.26726E+13,3.253338565,13.73693248,2.31667E-08,0.023166676
High,Esi+,DTXSID6024460,4-Aminoazobenzene,DTXCID40809630,C12H11N3,197.0952974,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,6.38,0,,,0.49,12622866,,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,,12622866,,3.051384152,13.65754678,2.77723E-07,0.277722582
Mid,Esi+,DTXSID6024460,4-Aminoazobenzene,DTXCID40809630,C12H11N3,197.0952974,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,6.38,0,,,0.122,4527477,,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,,4527477,,3.051384152,13.65754678,9.96115E-08,0.099611499
Low,Esi+,DTXSID6024460,4-Aminoazobenzene,DTXCID40809630,C12H11N3,197.0952974,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,6.38,0,,,0.024,927765,,NC1=CC=C(C=C1)N=NC1=CC=CC=C1,,927765,,3.051384152,13.65754678,2.04123E-08,0.020412265
High,Esi+,DTXSID4020371,Dapsone,DTXCID00371,C12H12N2O2S,248.0619488,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.8,0,,,0.49,7331094,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,,7331094,,2.083149725,13.27694617,3.87456E-07,0.387456205
Mid,Esi+,DTXSID4020371,Dapsone,DTXCID00371,C12H12N2O2S,248.0619488,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.8,0,,,0.122,2733968,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,,2733968,,2.083149725,13.27694617,1.44493E-07,0.14449315
Low,Esi+,DTXSID4020371,Dapsone,DTXCID00371,C12H12N2O2S,248.0619488,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0.8,0,,,0.024,767441,,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,,767441,,2.083149725,13.27694617,4.05601E-08,0.040560082
High,Esi+,DTXSID8042424,Sulfaquinoxaline,DTXCID6022424,C14H12N4O2S,300.0680968,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,7.37,0,,,0.49,1136864,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,,1136864,,2.659557148,13.50352458,3.56602E-08,0.035660213
Mid,Esi+,DTXSID8042424,Sulfaquinoxaline,DTXCID6022424,C14H12N4O2S,300.0680968,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,7.37,0,,,0.122,390320,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,,390320,,2.659557148,13.50352458,1.22432E-08,0.012243236
Low,Esi+,DTXSID8042424,Sulfaquinoxaline,DTXCID6022424,C14H12N4O2S,300.0680968,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,7.37,0,,,0.024,39072,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,,39072,,2.659557148,13.50352458,1.22558E-09,0.001225578
High,Esi+,DTXSID1021118,Phenazopyridine hydrochloride,DTXCID303445,C11H11N5,213.1014454,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,5.76,0,,,0.49,24544100,,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,0.00000049,24544100,5.009E+13,2.939461707,13.61355149,5.97579E-07,0.597579404
Mid,Esi+,DTXSID1021118,Phenazopyridine hydrochloride,DTXCID303445,C11H11N5,213.1014454,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,5.76,0,,,0.122,9149602,,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,0.000000122,9149602,7.49967E+13,2.939461707,13.61355149,2.22767E-07,0.222766926
Low,Esi+,DTXSID1021118,Phenazopyridine hydrochloride,DTXCID303445,C11H11N5,213.1014454,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,5.76,0,,,0.024,1647499,,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,0.000000024,1647499,6.86458E+13,2.939461707,13.61355149,4.01119E-08,0.04011194
High,Esi+,DTXSID3044962,"3,3'-Sulphonyldianiline",DTXCID1024962,C12H12N2O2S,248.0619488,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,1.43,0,,,0.732,1667687,,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,,1667687,,2.528707313,13.45208918,5.88878E-08,0.058887805
Mid,Esi+,DTXSID3044962,"3,3'-Sulphonyldianiline",DTXCID1024962,C12H12N2O2S,248.0619488,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,1.43,0,,,0.244,739843,,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,,739843,,2.528707313,13.45208918,2.61246E-08,0.026124645
Low,Esi+,DTXSID3044962,"3,3'-Sulphonyldianiline",DTXCID1024962,C12H12N2O2S,248.0619488,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,1.43,0,,,0.061,258369,,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,,258369,,2.528707313,13.45208918,9.12328E-09,0.009123285
High,Esi+,DTXSID5025861,Phenethyl anthranilate,DTXCID305861,C15H15NO2,241.1102787,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,9.03,0,,,0.49,10473113,,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,,10473113,,2.876462665,13.58878737,2.69953E-07,0.269953162
Mid,Esi+,DTXSID5025861,Phenethyl anthranilate,DTXCID305861,C15H15NO2,241.1102787,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,9.03,0,,,0.122,5361580,,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,,5361580,,2.876462665,13.58878737,1.38199E-07,0.138199165
Low,Esi+,DTXSID5025861,Phenethyl anthranilate,DTXCID305861,C15H15NO2,241.1102787,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,9.03,0,,,0.024,1124291,,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,,1124291,,2.876462665,13.58878737,2.89795E-08,0.028979532
High,Esi+,DTXSID1020142,"6-Phenyl-1,3,5-triazine-2,4-diamine",DTXCID50142,C9H9N5,187.0857953,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,1.58,0,,,0.49,20417112,,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,0.00000049,20417112,4.16676E+13,1.913258458,13.21016408,1.25843E-06,1.258433395
